"",id,name,ingredients,alcoholic,category,glassType,instructions,drinkThumbnail,ingredientMeasures,text
370,370,Tequila Sour,"['Tequila', 'Lemon', 'Powdered sugar', 'Lemon', 'Cherry']",Alcoholic,Ordinary Drink,Whiskey sour glass,"Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/ek0mlq1504820601.jpg,"['2 oz ', 'Juice of 1/2 ', '1 tsp ', '1/2 slice ', '1 ']","question Generate a cocktail with Tequila Lemon Powdered sugar Lemon Cherry answer Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve."
371,371,Thai Iced Tea,"['Tea', 'Water', 'Condensed milk', 'Ice', 'Mint']",Non alcoholic,Coffee / Tea,Highball glass,"Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings.",https://www.thecocktaildb.com/images/media/drink/trvwpu1441245568.jpg,"['1/4 cup Thai ', '1/2 cup boiling ', '2 tsp sweetened ', 'cubes', 'garnish']","question Generate a cocktail with Tea Water Condensed milk Ice Mint answer Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings."
372,372,The Last Word,"['Green Chartreuse', 'Maraschino Liqueur', 'Lime Juice', 'Gin']",Alcoholic,Cocktail,Cocktail glass,Shake with ice and strain into a cocktail glass.,https://www.thecocktaildb.com/images/media/drink/91oule1513702624.jpg,"['1 oz', '1 oz', '1 oz', '1 oz']",question Generate a cocktail with Green Chartreuse Maraschino Liqueur Lime Juice Gin answer Shake with ice and strain into a cocktail glass.
373,373,Turf Cocktail,"['Dry Vermouth', 'Gin', 'Anis', 'Bitters', 'Orange peel']",Alcoholic,Ordinary Drink,Cocktail glass,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,https://www.thecocktaildb.com/images/media/drink/utypqq1441554367.jpg,"['1 oz ', '1 oz ', '1/4 tsp ', '2 dashes ', 'Twist of ']",question Generate a cocktail with Dry Vermouth Gin Anis Bitters Orange peel answer Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.
374,374,The Laverstoke,"['Gin', 'Elderflower cordial', 'Rosso Vermouth', 'Tonic Water', 'Lime', 'Ginger', 'Mint']",Alcoholic,Cocktail,Balloon Glass,"1) Squeeze two lime wedges into a balloon glass then add the cordial, Bombay Sapphire and MARTINI Rosso Vermouth, swirl to mix.

2) Fully fill the glass with cubed ice and stir to chill.

3) Top with Fever-Tree Ginger Ale and gently stir again to combine.

4) Garnish with a snapped ginger slice and an awoken mint sprig.",https://www.thecocktaildb.com/images/media/drink/6xfj5t1517748412.jpg,"['50 ml', '15 ml', '15 ml', '75 ml', '2 Wedges', '1 Slice', '1 Large Sprig']","question Generate a cocktail with Gin Elderflower cordial Rosso Vermouth Tonic Water Lime Ginger Mint answer 1) Squeeze two lime wedges into a balloon glass then add the cordial, Bombay Sapphire and MARTINI Rosso Vermouth, swirl to mix.

2) Fully fill the glass with cubed ice and stir to chill.

3) Top with Fever-Tree Ginger Ale and gently stir again to combine.

4) Garnish with a snapped ginger slice and an awoken mint sprig."
375,375,Tequila Slammer,"['Tequila', '7-up']",Alcoholic,Shot,Hurricane glass,Mix carefully to avoid releasing the dissolved CO2.,https://www.thecocktaildb.com/images/media/drink/43uhr51551451311.jpg,"['1 shot', '1 part']",question Generate a cocktail with Tequila 7-up answer Mix carefully to avoid releasing the dissolved CO2.
376,376,Tequila Sunrise,"['Tequila', 'Orange juice', 'Grenadine']",Alcoholic,Cocktail,Highball glass,"Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",https://www.thecocktaildb.com/images/media/drink/quqyqp1480879103.jpg,"['2 measures ', None, None]","question Generate a cocktail with Tequila Orange juice Grenadine answer Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve."
377,377,The Philosopher,"['Gin', 'Melon Liqueur', 'Orange Bitters', 'Lemon Juice', 'Prosecco']",Alcoholic,Cocktail,Margarita glass,"Add all the spirits in a shaker (best to use Hendricks gin) as well as the orange bitters and lemon juice. Strain into a Margarita glass, top with Prosecco.",https://www.thecocktaildb.com/images/media/drink/sp8hkp1596017787.jpg,"['1 shot', '1 shot', '1 dash', '1 dash', 'Top']","question Generate a cocktail with Gin Melon Liqueur Orange Bitters Lemon Juice Prosecco answer Add all the spirits in a shaker (best to use Hendricks gin) as well as the orange bitters and lemon juice. Strain into a Margarita glass, top with Prosecco."
378,378,Tuxedo Cocktail,"['Dry Vermouth', 'Gin', 'Maraschino liqueur', 'Anis', 'Orange bitters', 'Cherry']",Alcoholic,Ordinary Drink,Cocktail glass,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,https://www.thecocktaildb.com/images/media/drink/4u0nbl1504352551.jpg,"['1 1/2 oz ', '1 1/2 oz ', '1/4 tsp ', '1/4 tsp ', '2 dashes ', '1 ']",question Generate a cocktail with Dry Vermouth Gin Maraschino liqueur Anis Orange bitters Cherry answer Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.
379,379,Tequila Surprise,"['Tequila', 'Tabasco sauce']",Alcoholic,Shot,Shot glass,Fill shot glass with Tequila. Add drops of Tobasco sauce.,https://www.thecocktaildb.com/images/media/drink/8189p51504735581.jpg,"['full glass ', 'About 8 drops ']",question Generate a cocktail with Tequila Tabasco sauce answer Fill shot glass with Tequila. Add drops of Tobasco sauce.
380,380,Thai Iced Coffee,"['Coffee', 'Sugar', 'Cream', 'Cardamom']",Non alcoholic,Coffee / Tea,Highball glass,"Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee.",https://www.thecocktaildb.com/images/media/drink/rqpypv1441245650.jpg,"['black', None, ' pods\n', None]","question Generate a cocktail with Coffee Sugar Cream Cardamom answer Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee."
381,381,The Jimmy Conway,"['Irish Whiskey', 'Amaretto', 'Cranberry Juice']",Alcoholic,Cocktail,Whiskey sour glass,"Fill glass with ice
Pour in The Irishman and Disaronno
Fill to the top with Cranberry Juice
Garnish with a slice of lemon…Enjoy!",https://www.thecocktaildb.com/images/media/drink/wbcvyo1535794478.jpg,"['50 ml', '50 ml', '4 oz']","question Generate a cocktail with Irish Whiskey Amaretto Cranberry Juice answer Fill glass with ice
Pour in The Irishman and Disaronno
Fill to the top with Cranberry Juice
Garnish with a slice of lemon…Enjoy!"
382,382,Texas Rattlesnake,"['Yukon Jack', 'Cherry brandy', 'Southern Comfort', 'Sweet and sour']",Alcoholic,Shot,Highball glass,"Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...",https://www.thecocktaildb.com/images/media/drink/rtohqp1504889750.jpg,"['1 part ', '1/2 part ', '1 part ', '1 splash ']","question Generate a cocktail with Yukon Jack Cherry brandy Southern Comfort Sweet and sour answer Mix all ingredients and Shake well. Sweet at first, with a BITE at the end..."
383,383,Vesper,"['Gin', 'Vodka', 'Lillet Blanc']",Alcoholic,Cocktail,Cocktail glass,"Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.",https://www.thecocktaildb.com/images/media/drink/mtdxpa1504374514.jpg,"['6 cl', '1.5 cl', '0.75 cl']","question Generate a cocktail with Gin Vodka Lillet Blanc answer Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel."
384,384,Victor,"['Gin', 'Sweet Vermouth', 'Brandy']",Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/voapgc1492976416.jpg,"['1 1/2 oz ', '1/2 oz ', '1/2 oz ']","question Generate a cocktail with Gin Sweet Vermouth Brandy answer Shake all ingredients with ice, strain into a cocktail glass, and serve."
385,385,Vampiro,"['Tequila', 'Tomato Juice', 'Orange Juice', 'Lime Juice', 'Sugar Syrup', 'Salt']",Alcoholic,Ordinary Drink,Old-Fashioned glass,"Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.",https://www.thecocktaildb.com/images/media/drink/yfhn371504374246.jpg,"['6 cl', '3 cl', '3 cl', '1.5 cl', '1 dash', '1 pinch']","question Generate a cocktail with Tequila Tomato Juice Orange Juice Lime Juice Sugar Syrup Salt answer Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended."
386,386,Vesuvio,"['Light rum', 'Sweet Vermouth', 'Lemon', 'Powdered sugar', 'Egg white']",Alcoholic,Ordinary Drink,Old-fashioned glass,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",https://www.thecocktaildb.com/images/media/drink/26cq601492976203.jpg,"['1 oz ', '1/2 oz ', 'Juice of 1/2 ', '1 tsp ', '1 ']","question Generate a cocktail with Light rum Sweet Vermouth Lemon Powdered sugar Egg white answer Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve."
387,387,Veteran,"['Dark rum', 'Cherry brandy']",Alcoholic,Ordinary Drink,Old-fashioned glass,Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/iwml9t1492976255.jpg,"['2 oz ', '1/2 oz ']",question Generate a cocktail with Dark rum Cherry brandy answer Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.
388,388,Van Vleet,"['Light rum', 'Maple syrup', 'Lemon juice']",Alcoholic,Ordinary Drink,Old-fashioned glass,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",https://www.thecocktaildb.com/images/media/drink/fgq2bl1492975771.jpg,"['3 oz ', '1 oz ', '1 oz ']","question Generate a cocktail with Light rum Maple syrup Lemon juice answer Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve."
389,389,Vodka Fizz,"['Vodka', 'Half-and-half', 'Limeade', 'Ice', 'Nutmeg']",Alcoholic,Other / Unknown,White wine glass,"Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.",https://www.thecocktaildb.com/images/media/drink/xwxyux1441254243.jpg,"['2 oz ', '2 oz ', '2 oz ', None, None]","question Generate a cocktail with Vodka Half-and-half Limeade Ice Nutmeg answer Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top."
390,390,Vodka Lemon,"['Vodka', 'Lemon Juice', 'Lemon Peel', 'Ice']",Alcoholic,Cocktail,Highball glass,"The vodka lemon is prepared directly in a highball glass or in a large tumbler: put 6-7 ice cubes in the glass, pour the vodka, lemonade and mix with a bar spoon. Finally decorate with a slice of lemon and, if you prefer, add a few mint leaves. Your vodka lemon is ready to be served.",https://www.thecocktaildb.com/images/media/drink/mql55h1643820632.jpg,"['5 cl', '7 cl', '1 Slice', 'cubes']","question Generate a cocktail with Vodka Lemon Juice Lemon Peel Ice answer The vodka lemon is prepared directly in a highball glass or in a large tumbler: put 6-7 ice cubes in the glass, pour the vodka, lemonade and mix with a bar spoon. Finally decorate with a slice of lemon and, if you prefer, add a few mint leaves. Your vodka lemon is ready to be served."
391,391,Vodka Slime,"['Sprite', 'Lime Juice', 'Vodka']",Alcoholic,Cocktail,Highball glass,"Fill glass with ice. Add vodka, 7-up then finish with the lime juice.",https://www.thecocktaildb.com/images/media/drink/apex461643588115.jpg,"['1 cup', '1/2 shot', '1 1/2 shot']","question Generate a cocktail with Sprite Lime Juice Vodka answer Fill glass with ice. Add vodka, 7-up then finish with the lime juice."
392,392,Vodka Tonic,"['Vodka', 'Tonic Water', 'Lemon Peel']",Alcoholic,Cocktail,Highball glass,"Wash and cut 1 wedge and 1 slice of lime or lemon.
Fill a tumbler with fresh ice.
Pour the desired dose of vodka and top up with the tonic.
Squeeze the lime wedge into the glass and decorate with the slice.
That's all, very simple: it's just the recipe for happiness!",https://www.thecocktaildb.com/images/media/drink/9koz3f1643821062.jpg,"['4 cl', '10 cl', '1 Slice']","question Generate a cocktail with Vodka Tonic Water Lemon Peel answer Wash and cut 1 wedge and 1 slice of lime or lemon.
Fill a tumbler with fresh ice.
Pour the desired dose of vodka and top up with the tonic.
Squeeze the lime wedge into the glass and decorate with the slice.
That's all, very simple: it's just the recipe for happiness!"
393,393,Vodka Martini,"['Vodka', 'Dry Vermouth', 'Olive']",Alcoholic,Ordinary Drink,Cocktail glass,"Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve.",https://www.thecocktaildb.com/images/media/drink/qyxrqw1439906528.jpg,"['1 1/2 oz ', '3/4 oz ', '1 ']","question Generate a cocktail with Vodka Dry Vermouth Olive answer Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve."
